ID,Restaurant_latitude,Restaurant_longitude,Delivery_location_latitude,Delivery_location_longitude,Weather_conditions_Cloudy,Weather_conditions_Sunny,Weather_conditions_Windy,Weather_conditions_Stormy,Weather_conditions_Fog,Weather_conditions_Sandstorms,Weather_conditions_NaN,Road_traffic_density_Low,Road_traffic_density_Medium,Road_traffic_density_Jam,Road_traffic_density_High,Road_traffic_density_NaN,Vehicle_condition,Type_of_vehicle_motorcycle,Type_of_vehicle_scooter,Type_of_vehicle_electric_scooter,Type_of_vehicle_bicycle,multiple_deliveries,Festival_No,Festival_Yes,Festival_NaN
0x4286,17.428294,78.404423,17.438294,78.414423,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1.000000,1,0,0
0x7fb2,12.981615,80.231598,13.011615,80.261598,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1.000000,1,0,0
0x6d30,21.160437,72.774209,21.250437,72.864209,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1.000000,1,0,0
0x1e7f,19.121999,72.908493,19.211999,72.998493,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.000000,1,0,0
0xf93,17.483216,78.552111,17.613216,78.682111,0,1,0,0,0,0,0,0,0,1,0,0,2,0,1,0,0,1.000000,1,0,0
0x4d84,11.003008,76.975440,11.043008,77.015440,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,3.000000,1,0,0
0x69dd,22.760072,75.892574,22.810072,75.942574,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1.000000,1,0,0
0x476e,21.160522,72.771477,21.240522,72.851477,0,1,0,0,0,0,0,0,0,1,0,0,2,0,1,0,0,1.000000,1,0,0
0x4307,12.933284,77.615428,13.063284,77.745428,0,1,0,0,0,0,0,0,0,1,0,0,2,1,0,0,0,0.000000,1,0,0
0x58b0,0.00,0.00,0.07,0.07,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1.00,1,0,0
0x1a06,22.722634,75.886959,22.762634,75.926959,0,0,1,0,0,0,0,0,0,0,1,0,2,0,1,0,0,1.000000,1,0,0
0x13a4,23.399250,85.390464,23.419250,85.410464,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1.000000,1,0,0
0x4abb,17.451976,78.385883,17.531976,78.465883,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0.000000,1,0,0
0xa90c,17.431477,78.400350,17.481477,78.450350,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,NaN,1,0,0
0x4c44,12.906229,77.596791,13.016229,77.706791,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1.000000,1,0,0
0x346d,19.121999,72.908493,19.251999,73.038493,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1.000000,1,0,0
0xc4d1,9.982834,76.283268,10.072834,76.373268,0,0,1,0,0,0,0,0,1,0,0,0,2,0,0,1,0,1.000000,1,0,0
0xc449,0.00,0.00,0.05,0.05,0,0,0,1,0,0,0,0,1,0,0,0,2,0,0,1,0,1.00,1,0,0
0x9b32,22.761226,75.887522,22.771226,75.897522,0,0,0,1,0,0,0,1,0,0,0,0,2,0,1,0,0,1.000000,1,0,0
0x8732,12.933284,77.615428,12.983284,77.665428,1,0,0,0,0,0,0,0,1,0,0,0,2,0,1,0,0,1.000000,1,0,0
0xaed5,21.170096,72.789122,21.230096,72.849122,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1.000000,1,0,0
0x7a55,19.223840,72.841347,19.253840,72.871347,0,0,0,0,1,0,0,0,0,1,0,0,2,0,1,0,0,1.000000,1,0,0
0x24e0,23.399250,85.390464,23.489250,85.480464,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0.000000,1,0,0
0x13aa,23.374989,85.335486,23.464989,85.425486,0,0,0,0,1,0,0,0,0,1,0,0,2,0,1,0,0,2.000000,0,1,0
0x825c,12.934365,77.616155,13.024365,77.706155,0,0,1,0,0,0,0,0,0,1,0,0,2,0,1,0,0,2.000000,1,0,0
0x8b6a,12.979096,77.640625,13.089096,77.750625,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1.000000,1,0,0
0x99a3,12.323194,76.630583,12.413194,76.720583,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0.000000,1,0,0
0x8c4c,22.744648,75.894377,22.774648,75.924377,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1.000000,1,0,0
0xcde6,22.537960,88.349843,22.557960,88.369843,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1.000000,1,0,0
0xde2,17.433809,78.386744,17.463809,78.416744,1,0,0,0,0,0,0,0,0,1,0,0,2,0,1,0,0,1.000000,1,0,0
0x7707,12.337928,76.617889,12.407928,76.687889,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1.000000,1,0,0
0x8fde,21.149669,72.772629,21.159669,72.782629,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1.000000,1,0,0
0x97d8,22.750040,75.902847,22.810040,75.962847,0,0,1,0,0,0,0,0,1,0,0,0,2,0,0,1,0,1.000000,1,0,0
0x2114,12.972793,80.249982,12.982793,80.259982,0,0,0,1,0,0,0,1,0,0,0,0,2,1,0,0,0,1.000000,1,0,0
0xab7d,22.312790,73.170283,22.422790,73.280283,0,0,0,0,0,1,0,0,0,1,0,0,2,0,0,1,0,1.000000,1,0,0
0xbf1d,23.266261,77.379605,23.276261,77.389605,1,0,0,0,0,0,0,1,0,0,0,0,2,0,1,0,0,1.000000,1,0,0
0x1ba7,19.120083,72.907385,19.150083,72.937385,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1.000000,1,0,0
0x4148,26.902940,75.793007,26.992940,75.883007,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.000000,1,0,0
0x1227,11.021278,76.995017,11.151278,77.125017,0,0,0,0,0,1,0,1,0,0,0,0,2,0,1,0,0,1.000000,1,0,0
0x5d60,13.091809,80.219104,13.171809,80.299104,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1.000000,1,0,0
0x4e5b,26.905190,75.810753,26.925190,75.830753,0,0,1,0,0,0,0,1,0,0,0,0,2,0,1,0,0,1.000000,1,0,0
0x3e1e,22.725748,75.898497,22.835748,76.008497,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1.000000,0,1,0
0x6ef6,26.913483,75.803139,26.973483,75.863139,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0.000000,1,0,0
0x38af,0.00,0.00,0.02,0.02,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0.00,1,0,0
0x9a83,22.310526,73.170937,22.400526,73.260937,0,0,0,0,1,0,0,0,0,1,0,0,2,0,1,0,0,1.000000,1,0,0
0x531b,12.906229,77.596791,12.966229,77.656791,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0.000000,1,0,0
0x9dce,17.459710,78.368855,17.469710,78.378855,1,0,0,0,0,0,0,1,0,0,0,0,2,1,0,0,0,1.000000,1,0,0
0x8bed,12.913041,77.683237,12.923041,77.693237,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1.000000,1,0,0
0x35e0,22.745049,75.892471,22.855049,76.002471,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0.000000,1,0,0
0x76dc,0.00,0.00,0.02,0.02,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1.00,1,0,0
0x521d,18.539299,73.897902,18.609299,73.967902,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1.000000,1,0,0
0xa9fb,12.972532,77.608179,13.082532,77.718179,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1.000000,1,0,0
0x1d3c,12.323994,76.626167,12.453994,76.756167,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,2.000000,1,0,0
0xdb48,0.00,0.00,0.05,0.05,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0.00,1,0,0
0xd0cc,30.902872,75.826808,30.982872,75.906808,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1.000000,1,0,0
0x5864,22.725748,75.898497,22.775748,75.948497,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.000000,1,0,0
0x417e,22.751857,75.866699,22.761857,75.876699,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0.000000,1,0,0
0x7a37,13.005801,80.250744,13.035801,80.280744,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1.000000,1,0,0
0xb19,19.207222,72.972281,19.247222,73.012281,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0.000000,1,0,0
0x16fc,22.651847,75.881991,22.701847,75.931991,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0.000000,1,0,0
0x44d9,12.323994,76.626167,12.433994,76.736167,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1.000000,1,0,0
0x3f6f,12.934365,77.616155,12.944365,77.626155,1,0,0,0,0,0,0,1,0,0,0,0,2,0,1,0,0,1.000000,1,0,0
0x70a4,26.911378,75.789034,27.041378,75.919034,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,2.000000,1,0,0
0x9662,17.451976,78.385883,17.581976,78.515883,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0.000000,1,0,0
0x3531,12.906229,77.596791,12.926229,77.616791,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0.000000,1,0,0
0x8877,0.00,0.00,0.11,0.11,0,1,0,0,0,0,0,0,0,1,0,0,2,0,1,0,0,1.00,1,0,0
0xb550,26.913987,75.752891,26.983987,75.822891,0,0,0,1,0,0,0,1,0,0,0,0,2,1,0,0,0,0.000000,1,0,0
0x2b04,11.010375,76.952950,11.050375,76.992950,0,0,0,1,0,0,0,0,0,0,1,0,2,0,1,0,0,1.000000,1,0,0
0xa6d5,12.297954,76.665169,12.327954,76.695169,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1.000000,1,0,0
0x213f,22.311603,73.165012,22.371603,73.225012,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1.000000,1,0,0
0x1425,23.351489,85.324253,23.411489,85.384253,0,1,0,0,0,0,0,0,0,1,0,0,2,0,1,0,0,NaN,1,0,0
0xb885,21.171060,72.789292,21.241060,72.859292,0,0,0,0,0,1,0,1,0,0,0,0,2,0,1,0,0,1.000000,1,0,0
0xdd04,15.585658,73.743606,15.715658,73.873606,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1.000000,1,0,0
0x3ed1,17.412330,78.449654,17.522330,78.559654,1,0,0,0,0,0,0,1,0,0,0,0,2,1,0,0,0,1.000000,1,0,0
0x811d,11.001753,76.986241,11.021753,77.006241,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.000000,1,0,0
0x846d,21.152760,72.778059,21.182760,72.808059,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1.000000,1,0,0
0x4b26,12.304569,76.643622,12.334569,76.673622,0,0,0,0,0,1,0,1,0,0,0,0,2,0,1,0,0,1.000000,1,0,0
0x3ef9,26.902908,75.792934,26.992908,75.882934,1,0,0,0,0,0,0,1,0,0,0,0,2,0,0,1,0,1.000000,1,0,0
0xa256,11.006686,76.951736,11.026686,76.971736,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1.000000,1,0,0
0x5738,11.022169,76.999594,11.052169,77.029594,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1.000000,1,0,0
0x37d6,12.323225,76.630028,12.343225,76.650028,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1.000000,1,0,0
0x41d6,17.410371,78.437225,17.460371,78.487225,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1.000000,1,0,0
0x3858,19.065838,72.832658,19.105838,72.872658,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1.000000,1,0,0
0x255c,17.455894,78.375467,17.485894,78.405467,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,3.000000,0,1,0
0x447a,23.371292,85.327872,23.391292,85.347872,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1.000000,1,0,0
0x53ef,0.00,0.00,0.06,0.06,1,0,0,0,0,0,0,0,0,1,0,0,2,1,0,0,0,0.00,1,0,0
0xac55,22.761593,75.886362,22.821593,75.946362,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1.000000,1,0,0
0xc0e3,-0.00,0.00,0.01,0.01,1,0,0,0,0,0,0,1,0,0,0,0,2,1,0,0,0,0.00,1,0,0
0x7c9c,26.905287,75.794592,26.935287,75.824592,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0.000000,1,0,0
0xaa59,21.183434,72.814492,21.293434,72.924492,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1.000000,1,0,0
0xb3c,19.055831,72.833984,19.145831,72.923984,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1.000000,1,0,0
0x291e,23.374878,85.335739,23.384878,85.345739,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1.000000,1,0,0
0x4ec5,21.149669,72.772629,21.189669,72.812629,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2.000000,1,0,0
0x8c88,13.026286,80.275235,13.116286,80.365235,0,1,0,0,0,0,0,0,0,1,0,0,2,0,0,1,0,1.000000,1,0,0
0xc31f,22.552672,88.352885,22.622672,88.422885,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1.000000,1,0,0
0x81d8,12.979096,77.640625,13.039096,77.700625,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1.000000,1,0,0
0xb7f1,12.914264,77.678400,12.954264,77.718400,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0.000000,1,0,0
0xd658,26.474986,80.342796,26.584986,80.452796,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1.000000,0,1,0
0x6893,26.766536,75.837333,26.876536,75.947333,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1.000000,1,0,0
0xb014,17.458998,78.500366,17.538998,78.580366,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1.000000,1,0,0
0x7768,22.761593,75.886362,22.871593,75.996362,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2.000000,1,0,0
0x5307,22.311358,73.164798,22.441358,73.294798,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1.000000,1,0,0
0xb5f0,23.357804,85.325146,23.367804,85.335146,0,0,0,0,0,1,0,1,0,0,0,0,2,0,1,0,0,1.000000,1,0,0
0xd3ae,15.574828,73.766883,15.704828,73.896883,0,1,0,0,0,0,0,0,0,1,0,0,2,0,1,0,0,0.000000,1,0,0
0x7d6c,12.933284,77.615428,12.973284,77.655428,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0.000000,1,0,0
0x712b,21.170096,72.789122,21.300096,72.919122,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1.000000,1,0,0
0x33b3,26.911378,75.789034,27.021378,75.899034,1,0,0,0,0,0,0,0,1,0,0,0,2,0,0,1,0,0.000000,1,0,0
0x6c7d,18.636215,73.751081,18.676215,73.791081,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1.000000,1,0,0
0x3132,13.086438,80.220672,13.116438,80.250672,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1.000000,1,0,0
0x99f6,12.316967,76.603067,12.396967,76.683067,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1.000000,1,0,0
0xd44b,25.459775,81.834841,25.489775,81.864841,0,0,0,0,1,0,0,0,0,1,0,0,2,0,1,0,0,0.000000,1,0,0
0xce27,0.00,0.00,0.05,0.05,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1.00,1,0,0
0x90de,13.029198,77.570997,13.119198,77.660997,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1.000000,1,0,0
0x9428,21.152760,72.778059,21.192760,72.818059,1,0,0,0,0,0,0,0,0,0,1,0,2,0,1,0,0,1.000000,1,0,0
0x4275,12.308500,76.665808,12.348500,76.705808,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1.000000,1,0,0
0x5ac5,21.149834,72.778666,21.199834,72.828666,1,0,0,0,0,0,0,0,0,1,0,0,2,0,0,1,0,0.000000,1,0,0
0x90ca,21.183434,72.814492,21.253434,72.884492,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0.000000,1,0,0
0x4be6,11.022169,76.999594,11.112169,77.089594,0,0,1,0,0,0,0,1,0,0,0,0,2,0,0,1,0,NaN,1,0,0
0x8f5f,19.207222,72.972281,19.227222,72.992281,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0.000000,1,0,0
0x3fe7,17.459710,78.368855,17.469710,78.378855,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1.000000,1,0,0
0xa353,13.054347,80.257221,13.114347,80.317221,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1.000000,1,0,0
0x780,0.00,0.00,0.06,0.06,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1.00,1,0,0
0x631c,12.970221,77.645396,13.040221,77.715396,0,1,0,0,0,0,0,0,1,0,0,0,2,0,1,0,0,0.000000,1,0,0
0xd2f9,19.878028,75.317475,19.938028,75.377475,0,1,0,0,0,0,0,0,1,0,0,0,2,0,0,1,0,0.000000,1,0,0
0xb07a,12.323994,76.626167,12.333994,76.636167,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1.000000,1,0,0
0x5bd4,11.022298,76.998349,11.102298,77.078349,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,3.000000,1,0,0
0x107e,12.316967,76.603067,12.376967,76.663067,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1.000000,1,0,0
0xaf3f,12.337978,76.616792,12.417978,76.696792,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1.000000,1,0,0
0x2fa8,22.761226,75.887522,22.801226,75.927522,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0.000000,1,0,0
0x6cb2,12.326356,76.619103,12.366356,76.659103,1,0,0,0,0,0,0,0,0,0,1,0,2,0,0,1,0,1.000000,1,0,0
0x7da2,21.186608,72.794136,21.276608,72.884136,0,0,1,0,0,0,0,1,0,0,0,0,2,0,0,1,0,0.000000,1,0,0
0x7b61,17.455894,78.375467,17.565894,78.485467,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1.000000,1,0,0
0x828f,12.972532,77.608179,13.102532,77.738179,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1.000000,1,0,0
0xc860,30.359722,78.067079,30.419722,78.127079,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1.000000,1,0,0
0x2594,12.323225,76.630028,12.373225,76.680028,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1.000000,1,0,0
0x6ad2,17.429585,78.392621,17.539585,78.502621,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1.000000,1,0,0
0x3a0e,12.914264,77.678400,12.974264,77.738400,0,0,0,0,0,1,0,0,1,0,0,0,2,0,1,0,0,0.000000,1,0,0
0x9208,12.970221,77.645396,13.030221,77.705396,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1.000000,1,0,0
0x3487,0.00,0.00,0.05,0.05,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1.00,1,0,0
0x8c4e,13.026279,80.174568,13.136279,80.284568,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0.000000,1,0,0
0x1708,22.74806,75.89340,22.87806,76.02340,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0.00000,1,0,0
0x60d1,13.064181,80.236442,13.124181,80.296442,0,0,0,0,1,0,0,0,1,0,0,0,2,0,1,0,0,1.000000,1,0,0
0xd2dd,30.359722,78.067079,30.409722,78.117079,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0.000000,1,0,0
0x83dd,19.207222,72.972281,19.227222,72.992281,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1.000000,1,0,0
0x9750,12.311072,76.654878,12.441072,76.784878,0,0,1,0,0,0,0,0,0,1,0,0,2,0,1,0,0,1.000000,1,0,0
0x860b,18.536718,73.830327,18.606718,73.900327,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1.000000,1,0,0
0xd30f,27.161661,78.011544,27.301661,78.151544,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1.000000,1,0,0
0xe03b,19.878028,75.317475,19.888028,75.327475,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1.000000,1,0,0
0x73d6,12.935662,77.614130,12.945662,77.624130,0,0,0,1,0,0,0,1,0,0,0,0,2,0,1,0,0,1.000000,1,0,0
0x6c65,19.181300,72.836191,19.291300,72.946191,0,0,0,0,0,1,0,0,0,1,0,0,2,0,0,1,0,1.000000,1,0,0
0x7582,13.049645,80.242268,13.089645,80.282268,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1.000000,1,0,0
0x4d86,0.00,0.00,0.01,0.01,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0.00,1,0,0
0x8f08,18.520016,73.830547,18.540016,73.850547,0,0,1,0,0,0,0,0,0,0,1,0,2,0,0,1,0,NaN,1,0,0
0x8bb7,12.970221,77.645396,13.040221,77.715396,0,0,1,0,0,0,0,0,0,1,0,0,2,0,1,0,0,1.000000,1,0,0
0xc03d,-23.232537,77.429845,23.262537,77.459845,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0.000000,1,0,0
0x3474,12.975377,77.696664,13.085377,77.806664,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1.000000,1,0,0
0xb8e1,11.003669,76.976494,11.113669,77.086494,0,0,0,0,1,0,0,0,1,0,0,0,2,0,0,1,0,2.000000,1,0,0
0x6209,13.005801,80.250744,13.075801,80.320744,0,1,0,0,0,0,0,0,0,1,0,0,2,0,1,0,0,1.000000,1,0,0
0x83bf,21.160522,72.771477,21.180522,72.791477,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0.000000,1,0,0
0x8023,11.016298,76.972076,11.056298,77.012076,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0.000000,1,0,0
0xc07a,-26.490950,80.318656,26.560950,80.388656,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,2.000000,1,0,0
0x7674,26.913987,75.752891,26.973987,75.812891,0,1,0,0,0,0,0,0,0,1,0,0,2,0,1,0,0,1.000000,1,0,0
0xbe15,11.016298,76.972076,11.086298,77.042076,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1.000000,1,0,0
0x376e,23.369746,85.339820,23.379746,85.349820,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,1.000000,1,0,0
0x3a14,11.003669,76.976494,11.013669,76.986494,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1.000000,1,0,0
0xd090,27.161694,78.034714,27.231694,78.104714,0,0,0,1,0,0,0,0,1,0,0,0,2,0,1,0,0,1.000000,1,0,0
0xb721,26.921411,75.793604,27.001411,75.873604,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,2.000000,1,0,0
0x7c6e,0.00,0.00,0.07,0.07,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1.00,1,0,0
0xf30,12.323194,76.630583,12.343194,76.650583,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1.000000,1,0,0
0x59d6,18.563934,73.915367,18.603935,73.955367,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1.000000,1,0,0
0xd4a7,22.533662,88.366217,22.583662,88.416217,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1.000000,1,0,0
0x1e53,21.170798,72.790489,21.200798,72.820489,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1.000000,1,0,0
0xca75,30.892978,75.821847,30.962978,75.891847,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1.000000,1,0,0
0xdd3d,0.00,0.00,0.08,0.08,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1.00,1,0,0
0xc87f,26.490950,80.318656,26.520950,80.348656,1,0,0,0,0,0,0,1,0,0,0,0,2,0,0,1,0,0.000000,1,0,0
0x550b,26.902940,75.793007,26.972940,75.863007,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1.000000,1,0,0
0x2939,18.543626,73.905101,18.573626,73.935101,0,1,0,0,0,0,0,1,0,0,0,0,2,0,1,0,0,1.000000,1,0,0
0x372e,17.450851,78.379347,17.530851,78.459347,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1.000000,1,0,0
0x15c5,26.888420,75.800689,27.028420,75.940689,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2.000000,1,0,0
0xafb0,21.170798,72.790489,21.220798,72.840489,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1.000000,1,0,0
0x9f70,18.543626,73.905101,18.553626,73.915101,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0.000000,1,0,0
0x8e10,0.00,0.00,0.03,0.03,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1.00,1,0,0
0x624f,19.055831,72.833984,19.165831,72.943984,0,0,0,1,0,0,0,0,1,0,0,0,2,0,0,1,0,1.000000,1,0,0
0x14c3,19.178321,72.834715,19.218321,72.874715,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1.000000,1,0,0
0x52cf,12.980410,77.640489,13.070410,77.730489,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1.000000,1,0,0
0xcfec,10.035573,76.336958,10.105573,76.406958,1,0,0,0,0,0,0,0,0,1,0,0,2,1,0,0,0,0.000000,1,0,0
0x6b72,22.311603,73.165012,22.391603,73.245012,0,0,0,0,1,0,0,0,0,1,0,0,2,0,0,1,0,1.000000,1,0,0
0x8df3,13.005801,80.250744,13.075801,80.320744,0,0,0,1,0,0,0,0,1,0,0,0,2,0,1,0,0,0.000000,1,0,0
0xd75,12.934179,77.615797,13.024179,77.705797,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0.000000,1,0,0
0x2d9c,18.546258,73.904337,18.616258,73.974337,0,0,0,0,0,1,0,0,0,1,0,0,2,0,1,0,0,0.000000,1,0,0
0xcf8d,27.159795,78.042990,27.289795,78.172990,0,0,0,0,0,1,0,0,1,0,0,0,2,0,1,0,0,0.000000,1,0,0
0x5208,21.157735,72.768778,21.247735,72.858778,0,0,0,0,1,0,0,1,0,0,0,0,2,0,0,1,0,2.000000,1,0,0
0x38fa,26.905287,75.794592,26.995287,75.884592,0,0,1,0,0,0,0,0,0,1,0,0,2,0,1,0,0,2.000000,1,0,0
0xa21c,0.00,0.00,0.04,0.04,0,0,0,0,0,1,0,0,0,0,1,0,2,0,1,0,0,1.00,1,0,0
